StateID,R,G,B,Filename,StateName
512,0,132,0,"517-Victoria.txt","Victoria"
513,0,132,8,"518-Tasmania.txt","Tasmania"
514,0,132,16,"519-South Australia.txt","South Australia"
515,0,132,24,"52-Wuttemberg.txt","Oberbayern"
516,0,132,33,"520-Northern Territory.txt","Northern Territory"
517,0,132,41,"521-Queensland.txt","Queensland"
518,0,132,49,"522-Western Australia.txt","Western Australia"
519,0,132,57,"523-New Guinea.txt","Papua"
520,0,132,66,"524-Taiwan.txt","Taiwan"
521,0,132,74,"525-South Korea.txt","Gyeonggi"
522,0,132,82,"526-Okinawa.txt","Okinawa"
523,0,132,90,"527-North Korea.txt","Pyongan-Hwanghae"
524,0,132,99,"528-Nagasaki.txt","Kitakyūshū"
525,0,132,107,"529-Hiroshima.txt","San'yo"
526,0,132,115,"53-Oberbayern.txt","Niederbayern"
527,0,132,123,"530-Tokushima.txt","Shikoku"
528,0,132,132,"531-Osaka.txt","Kansai"
529,0,132,140,"532-Nagoya.txt","Tokai"
530,0,132,148,"533-Akita.txt","Kita-Tohoku"
531,0,132,156,"534-Niigata.txt","Koshinetsu"
532,0,132,165,"535-Nagano.txt","Hokuriku"
533,0,132,173,"536-Hokkaido.txt","Hokkaido"
534,0,132,181,"537-South Sakhalin.txt","South Sakhalin"
535,0,132,189,"538-Cameroun.txt","Coquilhatville"
536,0,132,198,"539-Gabon.txt","Gabon"
537,0,132,206,"54-Bayreuth.txt","Franken"
538,0,132,214,"540-Angola.txt","Luanda"
539,0,132,222,"541-South West Africa.txt","Khomas"
540,0,132,231,"542-Bechuana Land.txt","Bechuanaland"
541,0,132,239,"543-Madagascar.txt","Madagascar"
542,0,132,247,"544-East Africa.txt","Lourenço Marques"
543,0,132,255,"545-Rhodessa.txt","Rhodesia"
544,0,140,0,"546-Tanganyika.txt","Tanganyika"
545,0,140,8,"547-East Africa.txt","Nairobi"
546,0,140,16,"548-Uganda.txt","Uganda"
547,0,140,24,"549-Sudan.txt","Kurdufan"
548,0,140,33,"55-Nassau.txt","Hessen"
549,0,140,41,"550-Eritrea.txt","Eritrea"
550,0,140,49,"551-Khartoum.txt","Khartoum"
551,0,140,57,"552-Western Egypt.txt","Western Desert"
552,0,140,66,"553-Lebanon.txt","Lebanon"
553,0,140,74,"554-Syria.txt","Damascus"
554,0,140,82,"555-Lagos.txt","Kuril Islands"
555,0,140,90,"556-Mali.txt","Bamako"
556,0,140,99,"557-Mauritania.txt","Mauritania"
557,0,140,107,"558-Nigeria.txt","Lagos"
558,0,140,115,"559-Somaliland.txt","Somaliland"
559,0,140,123,"56-Weser-Ems.txt","Weser-Ems"
560,0,140,132,"560-TS 2.txt","Nikolayevsk"
561,0,140,140,"561-TS 3.txt","Amur"
562,0,140,148,"562-TS 4.txt","Okhotsk"
563,0,140,156,"563-TS 5.txt","Chita"
564,0,140,165,"564-TS 6.txt","Buryatia"
565,0,140,173,"565-TS 7.txt","Bodaybo"
566,0,140,181,"566-TS 8.txt","Irkutsk"
567,0,140,189,"567-TS 9.txt","Bratsk"
568,0,140,198,"568-TS 10.txt","Krasnoyarsk"
569,0,140,206,"569-TS 11.txt","Khakassia"
570,0,140,214,"57-Westfalen.txt","Westfalen"
571,0,140,222,"570-TS 12.txt","Novosibirsk"
572,0,140,231,"571-TS 13.txt","Omsk"
573,0,140,239,"572-TS 14.txt","Chelyabinsk"
574,0,140,247,"573-Ts 15.txt","Zlatoust"
575,0,140,255,"574-Siberia 1.txt","Yakutsk"
576,0,148,0,"575-Siberia 2.txt","Kirensk"
577,0,148,8,"576-Siberia 3.txt","Yeniseisk"
578,0,148,16,"577-Siberia 4.txt","Surgut"
579,0,148,24,"578-Siberia 5.txt","Tomsk"
580,0,148,33,"579-Siberia 6.txt","Salekhard"
581,0,148,41,"58-Schleswig - Holstein.txt","Holstein"
582,0,148,49,"580-Siberia 7.txt","Tobolsk"
583,0,148,57,"581-Northern Urals.txt","Northern Urals"
584,0,148,66,"582-Sourthern Urals.txt","Magnitogorsk"
585,0,148,74,"583-Kazakhstan.txt","Kostanay"
586,0,148,82,"584-Turkmenistan.txt","Ashkhabad"
587,0,148,90,"585-Uzbekistan.txt","Navoi"
588,0,148,99,"586-Kyrgyzstan.txt","Alma-Ata"
589,0,148,107,"587-Western Kazakstan.txt","Ust Urt"
590,0,148,115,"588-Some Mountains.txt","Semipalatinsk"
591,0,148,123,"589-Eastern Kazakhstan.txt","Ayaguz"
592,0,148,132,"59-Ost - Hannover.txt","Hannover"
593,0,148,140,"590-Northern Kazakhstan.txt","Akmolinsk"
594,0,148,148,"591-Hainan.txt","Hainan"
595,0,148,156,"592-Guangzhou.txt","Guangzhou"
596,0,148,165,"593-Guangdong.txt","Guangdong"
597,0,148,173,"594-Nanning.txt","Nanning"
598,0,148,181,"595-Fujian.txt","Fujian"
599,0,148,189,"596-Zhejiang.txt","Zhejiang"
600,0,148,198,"597-Shandong.txt","Shandong"
601,0,148,206,"598-Jiansu.txt","Jiangsu"
602,0,148,214,"599-Guanxi.txt","Guangxi"
603,0,148,222,"6-Belgium.txt","Flanders"
604,0,148,231,"60-Sud-Hannover.txt","Thüringen"
605,0,148,239,"600-Jiangxi.txt","Jiangxi"
606,0,148,247,"601-China 1.txt","Chamdo"
607,0,148,255,"602-China 2.txt","Hunan"
608,0,156,0,"603-China 3.txt","Guizhou"
609,0,156,8,"604-China 4.txt","Qinghai"
610,0,156,16,"605-China 5.txt","Sichuan"
611,0,156,24,"606-China 6.txt","Anhui"
612,0,156,33,"607-China 7.txt","Henan"
613,0,156,41,"608-Beijing.txt","Beiping"
614,0,156,49,"609-China 8.txt","East Hebei"
615,0,156,57,"61-Mecklenburg.txt","Mecklenburg"
616,0,156,66,"610-China 9.txt","Jehol"
617,0,156,74,"611-China 10.txt","Chahar"
618,0,156,82,"612-China 11.txt","Xilingol"
619,0,156,90,"613-China 12.txt","Shanghai"
620,0,156,99,"614-China 13.txt","Hebei"
621,0,156,107,"615-Shanxi.txt","Shanxi"
622,0,156,115,"616-China 14.txt","Ningxia"
623,0,156,123,"617-Xinjiang.txt","Urumqi"
624,0,156,132,"618-China 15.txt","Dzungaria"
625,0,156,140,"619-China 16.txt","Yarkand"
626,0,156,148,"62-Pommern.txt","Vorpommern"
627,0,156,156,"620-China 17.txt","Hubei"
628,0,156,165,"621-China 18.txt","Suiyuan"
629,0,156,173,"622-China 19.txt","Shaanbei"
630,0,156,181,"623-Luzon.txt","Luzon"
631,0,156,189,"624-Central islands.txt","Central Islands"
632,0,156,198,"625-Samar.txt","Eastern Visayas"
633,0,156,206,"626-Palawan.txt","Palawan"
634,0,156,214,"627-Mindanao.txt","Davao"
635,0,156,222,"628-Cebu.txt","Western Visayas"
636,0,156,231,"629-Hawaii.txt","Hawaii"
637,0,156,239,"63-WestPrussen.txt","Hinterpommern"
638,0,156,247,"630-Johnston Atoll.txt","Johnston Atoll"
639,0,156,255,"631-Midway Island.txt","Midway Island"
640,0,165,0,"632-Wake Island.txt","Wake Island"
641,0,165,8,"633-Marshall Islands.txt","Marshall Islands"
642,0,165,16,"634-Solomon Islands.txt","Solomon Islands"
643,0,165,24,"635-New Caledonia.txt","New Caledonia"
644,0,165,33,"636-Fiji.txt","Fiji"
645,0,165,41,"637-State 1.txt","Kamchatka"
646,0,165,49,"638-Guam.txt","Guam"
647,0,165,57,"639-Maiana.txt","Gilbert Islands"
648,0,165,66,"64-Brandenburg.txt","Brandenburg"
649,0,165,74,"640-Mandalay.txt","Mandalay"
650,0,165,82,"641-Tahiti.txt","Tahiti"
651,0,165,90,"642-Phoenix Island.txt","Phoenix Island"
652,0,165,99,"643-Fongafale.txt","Ellice Islands"
653,0,165,107,"644-state 3.txt","Kolyma"
654,0,165,115,"645-Iwo Jima.txt","Iwo Jima"
655,0,165,123,"646-Saipan.txt","Saipan"
656,0,165,132,"647-Palau.txt","Palau"
657,0,165,140,"648-Marcus Island.txt","Marcus Island"
658,0,165,148,"649-Galapagos Islands.txt","Galapagos Islands"
659,0,165,156,"65-Sachsen.txt","Sachsen"
660,0,165,165,"650-Attu Island.txt","Attu Island"
661,0,165,173,"651-Sov state 5.txt","Ufa"
662,0,165,181,"652-Sov state 6.txt","Orenburg"
663,0,165,189,"653-Sov state 7.txt","Sverdlovsk"
664,0,165,198,"654-sov state 8.txt","Oyrot Region"
665,0,165,206,"655-North Sakhalin.txt","North Sakhalin"
666,0,165,214,"656-Kuwait.txt","Kuwait"
667,0,165,222,"657-Border state.txt","Birobidzhan"
668,0,165,231,"658-Arab UK 1.txt","Abu Dhabi"
669,0,165,239,"659-Arabian UK 2.txt","South Yemen"
670,0,165,247,"66-Niederschlesien.txt","Lower Silesia"
671,0,165,255,"660-Equatorial Africa.txt","Equatorial Africa"
672,0,173,0,"661-Tripolitania.txt","Tripolitania"
673,0,173,8,"662-Sirte.txt","Sirte"
674,0,173,16,"663-Cyrenaica.txt","Cyrenaica"
675,0,173,24,"664-Southern Slovakia.txt","Southern Slovakia"
676,0,173,33,"665-Gabes.txt","Gabès"
677,0,173,41,"666-Norrnorrland.txt","Norrbotten"
678,0,173,49,"667-Lesser  Sunda Islands.txt","Lesser Sunda Islands"
679,0,173,57,"668-The Moluccas.txt","The Moluccas"
680,0,173,66,"669-Dutch New Guinea.txt","West Papua"
681,0,173,74,"67-Oberschlesien.txt","Upper Silesia"
682,0,173,82,"670-Laos.txt","Laos"
683,0,173,90,"671-Annam.txt","Tonkin"
684,0,173,99,"672-Sumatra.txt","Sumatra"
685,0,173,107,"673-Sulawesi.txt","Sulawesi"
686,0,173,115,"674-Central Australia.txt","Central Australia"
687,0,173,123,"675-Al Hajara.txt","Al Hajara"
688,0,173,132,"676-Mosul.txt","Mosul"
689,0,173,140,"677-Aleppo.txt","Aleppo"
690,0,173,148,"678-Rub al Khali.txt","Rub al Khali"
691,0,173,156,"679-Hejaz.txt","Madinah"
692,0,173,165,"68-Wartheland.txt","Ostmark"
693,0,173,173,"680-Deir-az-Zur.txt","Deir-az-Zur"
694,0,173,181,"681-Soviet Lakes.txt","Cape"
695,0,173,189,"682-Northern Ontario.txt","Northern Ontario"
696,0,173,198,"683-Northeastern Canada.txt","Nunavut"
697,0,173,206,"684-Caroline Islands.txt","Caroline Islands"
698,0,173,214,"685-Panama Canal.txt","Panamá Canal"
699,0,173,222,"686-Puerto Rico.txt","Puerto Rico"
700,0,173,231,"687-British Guyana.txt","British Guyana"
701,0,173,239,"688-Chaco Boreal.txt","Chaco Boreal"
702,0,173,247,"689-Jamaica.txt","Jamaica"
703,0,173,255,"69-Sudatenland.txt","North Sudetenland"
704,0,181,0,"690-Bahama Islands.txt","Northern Bahamas"
705,0,181,8,"691-Trinidad.txt","Trinidad"
706,0,181,16,"692-Windward Islands.txt","Windward Islands"
707,0,181,24,"693-Southern Bahamas.txt","Southern Bahamas"
708,0,181,33,"694-French Caribbean.txt","French Caribbean"
709,0,181,41,"695-Curacao.txt","Curaçao"
710,0,181,49,"696-Bermuda.txt","Bermuda"
711,0,181,57,"697-Madeira.txt","Madeira"
712,0,181,66,"698-Azores.txt","Azores"
713,0,181,74,"699-Rio de Oro.txt","Rio de Oro"
714,0,181,82,"7-Holland.txt","Holland"
715,0,181,90,"70-Slovakia.txt","Western Slovakia"
716,0,181,99,"700-Sierra Leone.txt","Sierra Leone"
717,0,181,107,"701-Gambia.txt","Gambia"
718,0,181,115,"702-Cape Verde.txt","Cape Verde"
719,0,181,123,"703-Ascension.txt","Ascension"
720,0,181,132,"704-Saint Helena.txt","Saint Helena"
721,0,181,140,"705-Sao Tome.txt","Sao Tome"
722,0,181,148,"706-Reunion.txt","Reunion"
723,0,181,156,"707-Mauritius.txt","Mauritius"
724,0,181,165,"708-Comoro Islands.txt","Comoro Islands"
725,0,181,173,"709-Seychelles.txt","Seychelles"
726,0,181,181,"71-East Slovakia.txt","Eastern Slovakia"
727,0,181,189,"710-Diego Garcia.txt","Diego Garcia"
728,0,181,198,"711-Christmas Island.txt","Christmas Island"
729,0,181,206,"712-Cocos Islands.txt","Cocos Islands"
730,0,181,214,"713-Kerguelen.txt","Kerguelen"
731,0,181,222,"714-Heilungkiang.txt","Heilungkiang"
732,0,181,231,"715-Liaoning.txt","Liaobei"
733,0,181,239,"716-Liaotung.txt","Liaoning"
734,0,181,247,"717-Chuho.txt","Sungkiang"
735,0,181,255,"718-Stanleyville.txt","Stanleyville"
736,0,189,0,"719-Natal.txt","Natal"
737,0,189,8,"72-Zaolzie.txt","Trans-Olza"
738,0,189,16,"720-South Georgia.txt","South Georgia"
739,0,189,24,"721-Portuguese Timor.txt","East Timor"
740,0,189,33,"722-Petsamo.txt","Petsamo"
741,0,189,41,"723-Southern Island.txt","South Island"
742,0,189,49,"724-Khorat.txt","Northern Malay"
743,0,189,57,"725-Nauru.txt","Nauru"
744,0,189,66,"726-Samoa.txt","Samoa"
745,0,189,74,"727-Line Islands.txt","Line Islands"
746,0,189,82,"728-Guangzhouwan.txt","Guangzhouwan"
747,0,189,90,"729-Macau.txt","Macau"
748,0,189,99,"73-Carpathian Ruthenia.txt","Carpathian Ruthenia"
749,0,189,107,"730-St Pierre and Miquelon .txt","St Pierre and Miquelon"
750,0,189,115,"731-Central Macedonia.txt","Central Macedonia"
751,0,189,123,"732-Pamir.txt","Pamir"
752,0,189,132,"733-Andaman.txt","Andaman"
753,0,189,140,"734-Nendo.txt","Nendo"
754,0,189,148,"735-Savoy.txt","Savoy"
755,0,189,156,"736-Litorale.txt","Litorale"
756,0,189,165,"737-New Britain.txt","Bismarck"
757,0,189,173,"738-Aru Islands.txt","Aru Islands"
758,0,189,181,"739-Haida Gwaii.txt","Haida Gwaii"
759,0,189,189,"74-East Sudatenland.txt","Sudeten Silesia"
760,0,189,198,"740-Vancouver Island.txt","Vancouver Island"
761,0,189,206,"741-Cambodia.txt","Cambodia"
762,0,189,214,"742-Stalinabad.txt","Stalinabad"
763,0,189,222,"743-Qingdao.txt","Qingdao"
764,0,189,231,"744-Xian.txt","Xian"
765,0,189,239,"745-Dalian.txt","Dalian"
766,0,189,247,"746-Ordos.txt","Ordos"
767,0,189,255,"747-Dali Bai.txt","Dali"
768,0,198,0,"748-Zunyi.txt","Zunyi"
769,0,198,8,"749-Huangshan.txt","Huangshan"
770,0,198,16,"75-Moravia.txt","Moravia"
771,0,198,24,"750-Changde.txt","Changde"
772,0,198,33,"751-Liangshan.txt","Liangshan"
773,0,198,41,"752-Chamdo.txt","Ganzi"
774,0,198,49,"753-Gannan.txt","Gannan"
775,0,198,57,"754-Golog.txt","Golog"
776,0,198,66,"755-Haixi.txt","Haixi"
777,0,198,74,"756-Jiuquan.txt","Jiuquan"
778,0,198,82,"757-Shigatse.txt","Shigatse"
779,0,198,90,"758-Ngari.txt","Ngari"
780,0,198,99,"759-Kunlun.txt","Kunlun Shan"
781,0,198,107,"76-Northern Transylvania.txt","North Transylvania"
782,0,198,115,"760-Dabancheng.txt","Dabancheng"
783,0,198,123,"761-Hulunbuir.txt","Hulunbuir"
784,0,198,132,"762-Katowice.txt","Katowice"
785,0,198,140,"763-Konigsberg.txt","Königsberg"
786,0,198,148,"764-West Banat.txt","West Banat"
787,0,198,156,"765-Qatar.txt","Qatar"
788,0,198,165,"766-Southern Bessarabia.txt","Southern Bessarabia"
789,0,198,173,"767-North Darfur.txt","North Darfur"
790,0,198,181,"768-Rwanda.txt","Rwanda"
791,0,198,189,"769-Burundi.txt","Burundi"
792,0,198,198,"77-Dobrogea.txt","Dobrudja"
793,0,198,206,"770-Malawi.txt","Malawi"
794,0,198,214,"771-Zambia.txt","Zambia"
795,0,198,222,"772-Middle Congo.txt","Middle Congo"
796,0,198,231,"773-Cameroon.txt","Cameroon"
797,0,198,239,"774-Chad.txt","Chad"
798,0,198,247,"775-B.E.T..txt","B.E.T."
799,0,198,255,"776-Dahomey.txt","Dahomey"
800,0,206,0,"777-Togo.txt","Togo"
801,0,206,8,"778-Upper Volta.txt","Upper Volta"
802,0,206,16,"779-Ivory Coast.txt","Ivory Coast"
803,0,206,24,"78-Bessarabia.txt","Bessarabia"
804,0,206,33,"780-Guinea.txt","Guinea"
805,0,206,41,"781-Niger.txt","Niger"
806,0,206,49,"782-Tombouctou.txt","Tombouctou"
807,0,206,57,"783-Sidi Ifni.txt","Sidi Ifni"
808,0,206,66,"784-Ermland-Masuren.txt","Vilna"
809,0,206,74,"785-Picardy.txt","Picardy"
810,0,206,82,"786-Mauritanian Desert.txt","Mauritanian Desert"
811,0,206,90,"787-North Kashmir.txt","Northern Kashmir"
812,0,206,99,"788-Salamanca.txt","Salamanca"
813,0,206,107,"789-Cordoba.txt","Córdoba"
814,0,206,115,"79-moldovia.txt","Moldova"
815,0,206,123,"790-Asturias.txt","Asturias"
816,0,206,132,"791-Valladolid.txt","Valladolid"
817,0,206,140,"792-Basque Country.txt","País Vasco"
818,0,206,148,"793-Guadalajara.txt","Guadalajara"
819,0,206,156,"794-Eastern Aragon.txt","Eastern Aragón"
820,0,206,165,"795-Santarem.txt","Santarém"
821,0,206,173,"796-North Angola.txt","Cabinda"
822,0,206,181,"797-Istanbul.txt","Istanbul"
823,0,206,189,"798-Amasya.txt","Amasya"
824,0,206,198,"799-Hatay.txt","Hatay"
825,0,206,206,"8-Luxemburg.txt","Luxembourg"
826,0,206,214,"80-Bocovina.txt","Bucovina"
827,0,206,222,"800-Van.txt","Van"
828,0,206,231,"801-Moesia.txt","Moesia"
829,0,206,239,"802-Kosovo.txt","Kosovo"
830,0,206,247,"803-Southern Serbia.txt","Southern Serbia"
831,0,206,255,"804-Herzegovina.txt","Herzegovina"
832,0,214,0,"805-Northern Epirus.txt","Northern Epirus"
833,0,214,8,"806-French Basque Country.txt","Pyrénées-Atlantiques"
834,0,214,16,"807-Gdynia.txt","Gdynia"
835,0,214,24,"808-Riga.txt","Rīga"
836,0,214,33,"809-Latgale.txt","Zemgale"
837,0,214,41,"81-Oltenia.txt","Oltenia"
838,0,214,49,"810-Zemgale.txt","Latgale"
839,0,214,57,"811-Saaremaa.txt","Saaremaa"
840,0,214,66,"812-Tallinn.txt","Harju"
841,0,214,74,"813-Rakvere.txt","Virumaa"
842,0,214,82,"814-Suduva.txt","Sūduva"
843,0,214,90,"815-Aukstaitija.txt","Aukštaitija"
844,0,214,99,"816-West Virginia.txt","West Virginia"
845,0,214,107,"817-Gobi.txt","Gobi"
846,0,214,115,"818-Khovd.txt","Khovd"
847,0,214,123,"819-Dornod.txt","Dornod"
848,0,214,132,"82-Banat.txt","Banat"
849,0,214,140,"820-Khovsgol.txt","Khövsgöl"
850,0,214,148,"821 - Chenchnya-Ingushetia.txt","Chechnya-Ingushetia"
851,0,214,156,"822 - Chukotka.txt","Chukotka"
852,0,214,165,"823 - Karakalpakstan.txt","Karakalpakstan"
853,0,214,173,"824 - Yamalia.txt","Yamalia"
854,0,214,181,"825 - Nenetsia.txt","Nenets"
855,0,214,189,"826 - Abkhazia.txt","Abkhazia"
856,0,214,198,"827 - Kabardino-Balkaria.txt","Kabardino-Balkaria"
857,0,214,206,"828 - North Ossetia.txt","North Ossetia"
858,0,214,214,"829 - Volga Germany.txt","Engels-Marxstadt"
859,0,214,222,"83-crisana.txt","Crisana"
860,0,214,231,"830 - Bukhara.txt","Bukhara"
861,0,214,239,"831 - Khiva.txt","Khiva"
862,0,214,247,"832 - Dashhowuz.txt","Tashauz"
863,0,214,255,"833 - Mari El.txt","Mari El"
864,0,222,0,"834 - Balta.txt","Balta-Tiraspol"
865,0,222,8,"835-Haraghe.txt","Hararghe"
866,0,222,16,"836-Bale.txt","Bale"
867,0,222,24,"837-Sidamo.txt","Sidamo"
868,0,222,33,"838-Illubabor.txt","Illubabor-Kaffa"
869,0,222,41,"839-Welega.txt","Welega"
870,0,222,49,"84-Transylvania.txt","Transylvania"
871,0,222,57,"840-Gojjam.txt","Gojjam"
872,0,222,66,"841-Begemder.txt","Begemder"
873,0,222,74,"842-Tigray.txt","Tigray"
874,0,222,82,"843-Wello.txt","Wello"
875,0,222,90,"844-jubaland.txt","Jubaland"
876,0,222,99,"845-Jura Mountains.txt","Jura Mountains"
877,0,222,107,"846-Ticino.txt","Ticino"
878,0,222,115,"847-Western Swiss Alps.txt","Western Swiss Alps"
879,0,222,123,"848-Voralberg.txt","Vorarlberg"
880,0,222,132,"849-Puglia.txt","Puglia"
881,0,222,140,"85-Danzig.txt","Danzig"
882,0,222,148,"850-Trentino.txt","Trentino"
883,0,222,156,"851-Var.txt","Var"
884,0,222,165,"852-Istria.txt","Istria"
885,0,222,173,"853-Ljubljana.txt","Ljubljana"
886,0,222,181,"854-Jawf.txt","Jawf"
887,0,222,189,"855-Tabuk.txt","Tabuk"
888,0,222,198,"856-Asir-Makkah.txt","Asir-Makkah"
889,0,222,206,"857-Ha'il.txt","Al-Qassim"
890,0,222,214,"858-Najiran.txt","Najiran"
891,0,222,222,"859-Dammam.txt","Dammam"
892,0,222,231,"86-Poznan.txt","Poznan"
893,0,222,239,"860-Cote-Nord.txt","Côte-Nord"
894,0,222,247,"861-Saguenay.txt","Saguenay"
895,0,222,255,"862-ouest du quebec.txt","Ouest du Quebec"
896,0,231,0,"863-Maurice.txt","Maurice"
897,0,231,8,"864-Yukon.txt","Yukon Territory"
898,0,231,16,"865-Northern Saskatchewan.txt","N. Saskatchewan"
899,0,231,24,"866-Districts of Ontario.txt","Districts of Ontario"
900,0,231,33,"867-Northern Manitoba.txt","Northern Manitoba"
901,0,231,41,"868-Isan.txt","Isan"
902,0,231,49,"869-Lanna.txt","Lanna"
903,0,231,57,"87-Lodz.txt","Łódz"
904,0,231,66,"870-North West Australia.txt","North West Australia"
905,0,231,74,"871-South West Australia.txt","South West Australia"
906,0,231,82,"872-North Queensland.txt","North Queensland"
907,0,231,90,"873-South West Queensland.txt","South West Queensland"
908,0,231,99,"874-Magadan.txt","Magadan"
909,0,231,107,"875-Chukchi Peninsulay.txt","Chukchi Peninsula"
910,0,231,115,"876-Udachny.txt","Udachny"
911,0,231,123,"877-Verkhoyansk.txt","Verkhoyansk"
912,0,231,132,"878-Khatangsky.txt","Khatangsky"
913,0,231,140,"879-Kargopol.txt","Kargopol"
914,0,231,148,"88-Kielce.txt","Kraków"
915,0,231,156,"880-Kotlas.txt","Kotlas"
916,0,231,165,"881-Karagandy.txt","Karagandy"
917,0,231,173,"882-Pavlodar.txt","Pavlodar"
918,0,231,181,"883-Kassala.txt","Kassala"
919,0,231,189,"884-Upper Nile.txt","Upper Nile"
920,0,231,198,"885-Bahr al Ghazal.txt","Bahr al Ghazal"
921,0,231,206,"886-Blue Nile.txt","Blue Nile"
922,0,231,214,"887-South Darfur.txt","South Darfur"
923,0,231,222,"888-Lusambo.txt","Lusambo"
924,0,231,231,"889-Elisabethville.txt","Elisabethville"
925,0,231,239,"89-Krakow.txt","Stanisławów"
926,0,231,247,"890-Costermansville.txt","Costermansville"
927,0,231,255,"891-Zambesi.txt","Zambesi"
928,0,239,0,"892-South West Angola.txt","South West Angola"
929,0,239,8,"893-Karas.txt","Karas"
930,0,239,16,"894-Kuneme.txt","Kunene"
931,0,239,24,"895-Kavango.txt","Otjozondjupa"
932,0,239,33,"896-Manica e Sofala.txt","Manica e Sofala"
933,0,239,41,"897-Zambezia-Mocambique.txt","Zambezia-Moçambique"
934,0,239,49,"898-Gao.txt","Gao"
935,0,239,57,"899-Kayes-Koulikoro.txt","Kayes-Koulikoro"
936,0,239,66,"9-Czechoslovakia.txt","Bohemia"
937,0,239,74,"90-Lwow.txt","Kielce"
938,0,239,82,"900-Benue.txt","Benue"
939,0,239,90,"901-Borno.txt","Borno"
940,0,239,99,"902-Sokoto.txt","Sokoto"
941,0,239,107,"903-Garissa.txt","Garissa"
942,0,239,115,"904-Nyanza-Rift Valley.txt","Nyanza-Rift Valley"
943,0,239,123,"905-Mombasa.txt","Mombasa"
944,0,239,132,"906-Socotra.txt","Socotra"
945,0,239,140,"907-Cairo.txt","Cairo"
946,0,239,148,"908-Afar.txt","Afar"
947,0,239,156,"909-South Schleswig.txt","Schleswig"
948,0,239,165,"91-Tarnopol.txt","Lwów"
949,0,239,173,"910-Bornholm.txt","Bornholm"
950,0,239,181,"911-Fyn.txt","Fyn"
951,0,239,189,"912-Sonderjylland.txt","Southern Jutland"
952,0,239,198,"913-Ostergotland.txt","Östergötland"
953,0,239,206,"914-JanMayen.txt","Jan Mayen"
954,0,239,214,"915-Bohuslan.txt","Bohuslän"
955,0,239,222,"916-Dalarna.txt","Dalarna"
956,0,239,231,"917-Jamtland.txt","Jämtland"
957,0,239,239,"918-Vasterbotten.txt","Västerbotten"
958,0,239,247,"919-Varmland.txt","Värmland"
959,0,239,255,"92-Lublin.txt","Lublin"
960,0,247,0,"920-Opplandene.txt","Opplandene"
961,0,247,8,"921-Telemark.txt","Telemark"
962,0,247,16,"922-Agder.txt","Agder"
963,0,247,24,"923-Helgeland.txt","Helgeland"
964,0,247,33,"924-Troms.txt","Troms"
965,0,247,41,"925-Finnmark.txt","Finnmark"
966,0,247,49,"926-Turku.txt","Turku"
967,0,247,57,"927-Hame.txt","Häme"
968,0,247,66,"928-Kyme.txt","Kymi"
969,0,247,74,"929-Oulu.txt","Oulu"
970,0,247,82,"93-Volhynian.txt","Wołyn"
971,0,247,90,"930-Mikkeli.txt","Mikkeli"
972,0,247,99,"931-Cumbria.txt","Cumbria"
973,0,247,107,"932-Isle of Man.txt","Isle of Man"
974,0,247,115,"933-Shetland.txt","Shetland Islands"
975,0,247,123,"934-Shkoder.txt","Shkodër"
976,0,247,132,"935 - Ceara.txt","Ceará"
977,0,247,140,"936 - Pernambuco.txt","Pernambuco"
978,0,247,148,"937 - Piaui.txt","Piauí"
979,0,247,156,"938 - Para.txt","Pará"
980,0,247,165,"939 - Amapa.txt","Amapá"
981,0,247,173,"94-Polesie.txt","Polesie"
982,0,247,181,"940 - Acre.txt","Acre"
983,0,247,189,"941 - Tocantins.txt","Tocantins"
984,0,247,198,"942 - Rondonia.txt","Guaporé"
985,0,247,206,"943 - Espirito Santo.txt","Espírito Santo"
986,0,247,214,"944 - Parana.txt","Paraná"
987,0,247,222,"945 - Cerro Largo.txt","Cerro Largo"
988,0,247,231,"946 - Paysandu.txt","Paysandú"
989,0,247,239,"947 - Tacna.txt","Tacna-Moquegua"
990,0,247,247,"948 - Easter Island.txt","Easter Island"
991,0,247,255,"949 - Aysen.txt","Aysén"
992,0,255,0,"95-Nowogrodek.txt","Nowogródek"
993,0,255,8,"950 - Araucania.txt","Araucanía"
994,0,255,16,"951 - Arica.txt","Arica y Tarapacá"
995,0,255,24,"952 - Atacama.txt","Atacama"
996,0,255,33,"953 - Tierra del Fuego.txt","Tierra del Fuego"
997,0,255,41,"954 - Santa Cruz.txt","Santa Cruz"
998,0,255,49,"955 - Chubut.txt","Chubut"
999,0,255,57,"956 - Santa Fe.txt","Santa Fe"
1000,0,255,66,"957 - Formosa.txt","Formosa"
1001,0,255,74,"958 - San Luis.txt","San Luis y La Pampa"
1002,0,255,82,"959 - Los Andes.txt","Los Andes"
1003,0,255,90,"96-Wilejka.txt","Wilejka"
1004,0,255,99,"960 - San Juan.txt","San Juan y La Rioja"
1005,0,255,107,"961-Deep Amazonas.txt","Amazon"
1006,0,255,115,"962-Deep Amazonas.txt","Amazon"
1007,0,255,123,"963-Deep Amazonas.txt","Amazon"
1008,0,255,132,"964-Deep Amazonas.txt","Amazon"
1009,0,255,140,"965-Deep Amazonas.txt","Amazon"
1010,0,255,148,"966-Deep Amazonas.txt","Amazon"
1011,0,255,156,"967-Deep Amazonas.txt","Amazon"
1012,0,255,165,"968-Deep Amazonas.txt","Amazon"
1013,0,255,173,"969-Rio Branco.txt","Rio Branco"
